version,candidates,scan_points,width,height,best_score,time_ms
baseline,256,1081,467,314,0.873080,11.592814
baseline,256,1081,467,314,0.941300,11.344686
baseline,256,1081,467,314,1.000000,11.336249
baseline,256,1081,467,314,1.000000,11.345884
baseline,256,1081,467,314,1.000000,11.342602
baseline,256,1081,467,314,0.991885,11.350884
baseline,256,1081,467,314,0.927057,11.456666
baseline,256,1081,467,314,0.877216,11.749379
baseline,256,1081,467,314,0.841650,11.375103
baseline,256,1081,467,314,0.801288,11.388697
baseline,256,1081,467,314,0.802986,11.354895
baseline,4,1081,467,314,0.950304,0.197555
baseline,4,1081,467,314,0.821284,0.192607
baseline,4,1081,467,314,0.745239,0.189951
baseline,4,1081,467,314,0.751095,0.179951
baseline,4,1081,467,314,0.781205,0.183023
baseline,4,1081,467,314,0.664098,0.183127
baseline,4,1081,467,314,0.722334,0.186252
baseline,4,1081,467,314,0.977900,0.183284
baseline,4,1081,467,314,0.940959,0.181461
baseline,4,1081,467,314,0.849214,0.184585
baseline,4,1081,467,314,0.854924,0.184169
baseline,4,1081,467,314,0.796383,0.181044
baseline,4,1081,467,314,0.732299,0.190576
baseline,4,1081,467,314,0.830331,0.178180
baseline,4,1081,467,314,0.812178,0.183388
baseline,4,1081,467,314,0.780334,0.180367
baseline,4,1081,467,314,0.818973,0.188961
baseline,4,1081,467,314,0.678134,0.181670
baseline,4,1081,467,314,0.723705,0.180836
baseline,4,1081,467,314,0.714426,0.179430
baseline,4,1081,467,314,0.681123,0.181356
baseline,4,1081,467,314,0.802681,0.188961
baseline,4,1081,467,314,0.771914,0.185836
baseline,4,1081,467,314,0.613615,0.177658
baseline,4,1081,467,314,0.757639,0.179169
baseline,4,1081,467,314,0.782910,0.185992
baseline,4,1081,467,314,0.511204,0.182867
baseline,4,1081,467,314,0.713033,0.194482
baseline,256,1081,467,314,0.853585,11.440886
baseline,256,1081,467,314,0.837177,11.316665
baseline,256,1081,467,314,0.801016,11.367967
baseline,256,1081,467,314,0.820703,11.323019
baseline,256,1081,467,314,0.872870,11.560418
baseline,256,1081,467,314,0.941300,11.310831
baseline,256,1081,467,314,1.000000,11.313540
baseline,256,1081,467,314,1.000000,11.306300
